,Date,Heure,Mois,Jours,Prix
1752,2024-09-12,0,September,Thursday,61.5
1753,2024-09-12,1,September,Thursday,58.88
1754,2024-09-12,2,September,Thursday,71.42
1755,2024-09-12,3,September,Thursday,51.19
1756,2024-09-12,4,September,Thursday,32.61
1757,2024-09-12,5,September,Thursday,61.12
1758,2024-09-12,6,September,Thursday,85.03
1759,2024-09-12,7,September,Thursday,113.55
1760,2024-09-12,8,September,Thursday,120.75
1761,2024-09-12,9,September,Thursday,103.5
1762,2024-09-12,10,September,Thursday,84.51
1763,2024-09-12,11,September,Thursday,53.9
1764,2024-09-12,12,September,Thursday,59.0
1765,2024-09-12,13,September,Thursday,48.08
1766,2024-09-12,14,September,Thursday,34.0
1767,2024-09-12,15,September,Thursday,12.83
1768,2024-09-12,16,September,Thursday,9.33
1769,2024-09-12,17,September,Thursday,23.32
1770,2024-09-12,18,September,Thursday,62.91
1771,2024-09-12,19,September,Thursday,100.6
1772,2024-09-12,20,September,Thursday,101.46
1773,2024-09-12,21,September,Thursday,98.89
1774,2024-09-12,22,September,Thursday,93.53
1775,2024-09-12,23,September,Thursday,87.35
1776,2024-09-13,0,September,Friday,76.05
1777,2024-09-13,1,September,Friday,62.22
1778,2024-09-13,2,September,Friday,43.48
1779,2024-09-13,3,September,Friday,7.17
1780,2024-09-13,4,September,Friday,1.42
1781,2024-09-13,5,September,Friday,41.0
1782,2024-09-13,6,September,Friday,76.5
1783,2024-09-13,7,September,Friday,106.86
1784,2024-09-13,8,September,Friday,118.58
1785,2024-09-13,9,September,Friday,92.36
1786,2024-09-13,10,September,Friday,54.8
1787,2024-09-13,11,September,Friday,56.15
1788,2024-09-13,12,September,Friday,35.03
1789,2024-09-13,13,September,Friday,7.41
1790,2024-09-13,14,September,Friday,32.43
1791,2024-09-13,15,September,Friday,4.45
1792,2024-09-13,16,September,Friday,29.95
1793,2024-09-13,17,September,Friday,40.69
1794,2024-09-13,18,September,Friday,83.7
1795,2024-09-13,19,September,Friday,100.02
1796,2024-09-13,20,September,Friday,94.25
1797,2024-09-13,21,September,Friday,85.29
1798,2024-09-13,22,September,Friday,81.97
1799,2024-09-13,23,September,Friday,71.56
1800,2024-09-14,0,September,Saturday,56.7
1801,2024-09-14,1,September,Saturday,54.0
1802,2024-09-14,2,September,Saturday,49.86
1803,2024-09-14,3,September,Saturday,45.98
1804,2024-09-14,4,September,Saturday,49.08
1805,2024-09-14,5,September,Saturday,44.85
1806,2024-09-14,6,September,Saturday,55.07
1807,2024-09-14,7,September,Saturday,65.0
1808,2024-09-14,8,September,Saturday,68.86
1809,2024-09-14,9,September,Saturday,62.19
1810,2024-09-14,10,September,Saturday,39.78
1811,2024-09-14,11,September,Saturday,8.23
1812,2024-09-14,12,September,Saturday,1.8
1813,2024-09-14,13,September,Saturday,0.79
1814,2024-09-14,14,September,Saturday,0.44
1815,2024-09-14,15,September,Saturday,1.79
1816,2024-09-14,16,September,Saturday,11.88
1817,2024-09-14,17,September,Saturday,26.27
1818,2024-09-14,18,September,Saturday,66.37
1819,2024-09-14,19,September,Saturday,89.55
1820,2024-09-14,20,September,Saturday,101.72
1821,2024-09-14,21,September,Saturday,74.45
1822,2024-09-14,22,September,Saturday,87.99
1823,2024-09-14,23,September,Saturday,80.98
1824,2024-09-15,0,September,Sunday,61.7
1825,2024-09-15,1,September,Sunday,51.07
1826,2024-09-15,2,September,Sunday,37.17
1827,2024-09-15,3,September,Sunday,29.22
1828,2024-09-15,4,September,Sunday,28.7
1829,2024-09-15,5,September,Sunday,33.63
1830,2024-09-15,6,September,Sunday,37.77
1831,2024-09-15,7,September,Sunday,43.65
1832,2024-09-15,8,September,Sunday,32.48
1833,2024-09-15,9,September,Sunday,13.23
1834,2024-09-15,10,September,Sunday,10.92
1835,2024-09-15,11,September,Sunday,0.07
1836,2024-09-15,12,September,Sunday,0.0
1837,2024-09-15,13,September,Sunday,-0.01
1838,2024-09-15,14,September,Sunday,-0.36
1839,2024-09-15,15,September,Sunday,0.0
1840,2024-09-15,16,September,Sunday,0.16
1841,2024-09-15,17,September,Sunday,7.02
1842,2024-09-15,18,September,Sunday,37.61
1843,2024-09-15,19,September,Sunday,49.85
1844,2024-09-15,20,September,Sunday,65.08
1845,2024-09-15,21,September,Sunday,64.39
1846,2024-09-15,22,September,Sunday,60.74
1847,2024-09-15,23,September,Sunday,54.91
1848,2024-09-16,0,September,Monday,30.0
1849,2024-09-16,1,September,Monday,13.03
1850,2024-09-16,2,September,Monday,15.0
1851,2024-09-16,3,September,Monday,11.85
1852,2024-09-16,4,September,Monday,8.89
1853,2024-09-16,5,September,Monday,10.15
1854,2024-09-16,6,September,Monday,41.1
1855,2024-09-16,7,September,Monday,108.87
1856,2024-09-16,8,September,Monday,119.15
1857,2024-09-16,9,September,Monday,88.05
1858,2024-09-16,10,September,Monday,68.34
1859,2024-09-16,11,September,Monday,42.71
1860,2024-09-16,12,September,Monday,26.62
1861,2024-09-16,13,September,Monday,25.94
1862,2024-09-16,14,September,Monday,0.09
1863,2024-09-16,15,September,Monday,0.0
1864,2024-09-16,16,September,Monday,0.0
1865,2024-09-16,17,September,Monday,0.06
1866,2024-09-16,18,September,Monday,32.86
1867,2024-09-16,19,September,Monday,63.75
1868,2024-09-16,20,September,Monday,88.4
1869,2024-09-16,21,September,Monday,58.43
1870,2024-09-16,22,September,Monday,45.89
1871,2024-09-16,23,September,Monday,40.06
1872,2024-09-17,0,September,Tuesday,26.3
1873,2024-09-17,1,September,Tuesday,12.18
1874,2024-09-17,2,September,Tuesday,6.99
1875,2024-09-17,3,September,Tuesday,9.24
1876,2024-09-17,4,September,Tuesday,5.15
1877,2024-09-17,5,September,Tuesday,4.11
1878,2024-09-17,6,September,Tuesday,21.67
1879,2024-09-17,7,September,Tuesday,49.71
1880,2024-09-17,8,September,Tuesday,53.34
1881,2024-09-17,9,September,Tuesday,45.0
1882,2024-09-17,10,September,Tuesday,0.44
1883,2024-09-17,11,September,Tuesday,0.0
1884,2024-09-17,12,September,Tuesday,0.0
1885,2024-09-17,13,September,Tuesday,0.0
1886,2024-09-17,14,September,Tuesday,0.0
1887,2024-09-17,15,September,Tuesday,0.0
1888,2024-09-17,16,September,Tuesday,0.0
1889,2024-09-17,17,September,Tuesday,3.0
1890,2024-09-17,18,September,Tuesday,32.26
1891,2024-09-17,19,September,Tuesday,50.76
1892,2024-09-17,20,September,Tuesday,48.08
1893,2024-09-17,21,September,Tuesday,45.9
1894,2024-09-17,22,September,Tuesday,57.3
1895,2024-09-17,23,September,Tuesday,54.3
1896,2024-09-18,0,September,Wednesday,43.67
1897,2024-09-18,1,September,Wednesday,59.53
1898,2024-09-18,2,September,Wednesday,49.39
1899,2024-09-18,3,September,Wednesday,12.84
1900,2024-09-18,4,September,Wednesday,13.64
1901,2024-09-18,5,September,Wednesday,45.58
1902,2024-09-18,6,September,Wednesday,70.94
1903,2024-09-18,7,September,Wednesday,84.78
1904,2024-09-18,8,September,Wednesday,98.45
1905,2024-09-18,9,September,Wednesday,78.64
1906,2024-09-18,10,September,Wednesday,71.63
1907,2024-09-18,11,September,Wednesday,12.91
1908,2024-09-18,12,September,Wednesday,5.49
1909,2024-09-18,13,September,Wednesday,0.0
1910,2024-09-18,14,September,Wednesday,0.01
1911,2024-09-18,15,September,Wednesday,0.09
1912,2024-09-18,16,September,Wednesday,14.47
1913,2024-09-18,17,September,Wednesday,36.81
1914,2024-09-18,18,September,Wednesday,85.75
1915,2024-09-18,19,September,Wednesday,120.01
1916,2024-09-18,20,September,Wednesday,108.2
1917,2024-09-18,21,September,Wednesday,64.42
1918,2024-09-18,22,September,Wednesday,44.01
1919,2024-09-18,23,September,Wednesday,44.33
1920,2024-09-19,0,September,Thursday,60.08
1921,2024-09-19,1,September,Thursday,42.36
1922,2024-09-19,2,September,Thursday,36.76
1923,2024-09-19,3,September,Thursday,18.94
1924,2024-09-19,4,September,Thursday,15.61
1925,2024-09-19,5,September,Thursday,48.48
1926,2024-09-19,6,September,Thursday,64.26
1927,2024-09-19,7,September,Thursday,86.62
1928,2024-09-19,8,September,Thursday,95.57
1929,2024-09-19,9,September,Thursday,86.7
1930,2024-09-19,10,September,Thursday,74.81
1931,2024-09-19,11,September,Thursday,25.25
1932,2024-09-19,12,September,Thursday,4.97
1933,2024-09-19,13,September,Thursday,0.02
1934,2024-09-19,14,September,Thursday,0.0
1935,2024-09-19,15,September,Thursday,0.02
1936,2024-09-19,16,September,Thursday,20.4
1937,2024-09-19,17,September,Thursday,65.43
1938,2024-09-19,18,September,Thursday,82.36
1939,2024-09-19,19,September,Thursday,112.34
1940,2024-09-19,20,September,Thursday,112.65
1941,2024-09-19,21,September,Thursday,88.99
1942,2024-09-19,22,September,Thursday,88.97
1943,2024-09-19,23,September,Thursday,78.87
1944,2024-09-20,0,September,Friday,38.24
1945,2024-09-20,1,September,Friday,33.23
1946,2024-09-20,2,September,Friday,50.59
1947,2024-09-20,3,September,Friday,43.32
1948,2024-09-20,4,September,Friday,32.96
1949,2024-09-20,5,September,Friday,31.45
1950,2024-09-20,6,September,Friday,59.25
1951,2024-09-20,7,September,Friday,85.5
1952,2024-09-20,8,September,Friday,94.86
1953,2024-09-20,9,September,Friday,88.92
1954,2024-09-20,10,September,Friday,62.05
1955,2024-09-20,11,September,Friday,24.69
1956,2024-09-20,12,September,Friday,9.84
1957,2024-09-20,13,September,Friday,0.05
1958,2024-09-20,14,September,Friday,0.07
1959,2024-09-20,15,September,Friday,10.06
1960,2024-09-20,16,September,Friday,43.68
1961,2024-09-20,17,September,Friday,77.22
1962,2024-09-20,18,September,Friday,103.07
1963,2024-09-20,19,September,Friday,110.16
1964,2024-09-20,20,September,Friday,108.52
1965,2024-09-20,21,September,Friday,89.99
1966,2024-09-20,22,September,Friday,86.76
1967,2024-09-20,23,September,Friday,72.91
1968,2024-09-21,0,September,Saturday,44.05
1969,2024-09-21,1,September,Saturday,38.58
1970,2024-09-21,2,September,Saturday,32.94
1971,2024-09-21,3,September,Saturday,47.42
1972,2024-09-21,4,September,Saturday,24.26
1973,2024-09-21,5,September,Saturday,22.44
1974,2024-09-21,6,September,Saturday,49.03
1975,2024-09-21,7,September,Saturday,26.28
1976,2024-09-21,8,September,Saturday,32.18
1977,2024-09-21,9,September,Saturday,52.01
1978,2024-09-21,10,September,Saturday,22.0
1979,2024-09-21,11,September,Saturday,3.15
1980,2024-09-21,12,September,Saturday,0.0
1981,2024-09-21,13,September,Saturday,-3.36
1982,2024-09-21,14,September,Saturday,-3.95
1983,2024-09-21,15,September,Saturday,1.09
1984,2024-09-21,16,September,Saturday,20.22
1985,2024-09-21,17,September,Saturday,33.13
1986,2024-09-21,18,September,Saturday,64.87
1987,2024-09-21,19,September,Saturday,79.94
1988,2024-09-21,20,September,Saturday,83.91
1989,2024-09-21,21,September,Saturday,27.81
1990,2024-09-21,22,September,Saturday,57.68
1991,2024-09-21,23,September,Saturday,42.65
1992,2024-09-22,0,September,Sunday,71.3
1993,2024-09-22,1,September,Sunday,55.2
1994,2024-09-22,2,September,Sunday,52.18
1995,2024-09-22,3,September,Sunday,29.35
1996,2024-09-22,4,September,Sunday,21.7
1997,2024-09-22,5,September,Sunday,25.75
1998,2024-09-22,6,September,Sunday,34.58
1999,2024-09-22,7,September,Sunday,26.81
2000,2024-09-22,8,September,Sunday,52.6
2001,2024-09-22,9,September,Sunday,55.87
2002,2024-09-22,10,September,Sunday,26.36
2003,2024-09-22,11,September,Sunday,11.87
2004,2024-09-22,12,September,Sunday,11.68
2005,2024-09-22,13,September,Sunday,0.1
2006,2024-09-22,14,September,Sunday,0.01
2007,2024-09-22,15,September,Sunday,9.66
2008,2024-09-22,16,September,Sunday,26.45
2009,2024-09-22,17,September,Sunday,28.45
2010,2024-09-22,18,September,Sunday,70.0
2011,2024-09-22,19,September,Sunday,102.69
2012,2024-09-22,20,September,Sunday,110.22
2013,2024-09-22,21,September,Sunday,94.2
2014,2024-09-22,22,September,Sunday,94.22
2015,2024-09-22,23,September,Sunday,92.0
2016,2024-09-23,0,September,Monday,41.78
2017,2024-09-23,1,September,Monday,39.27
2018,2024-09-23,2,September,Monday,36.33
2019,2024-09-23,3,September,Monday,29.78
2020,2024-09-23,4,September,Monday,22.99
2021,2024-09-23,5,September,Monday,32.15
2022,2024-09-23,6,September,Monday,37.19
2023,2024-09-23,7,September,Monday,87.58
2024,2024-09-23,8,September,Monday,101.64
2025,2024-09-23,9,September,Monday,94.92
2026,2024-09-23,10,September,Monday,79.74
2027,2024-09-23,11,September,Monday,66.54
2028,2024-09-23,12,September,Monday,51.1
2029,2024-09-23,13,September,Monday,50.24
2030,2024-09-23,14,September,Monday,33.55
2031,2024-09-23,15,September,Monday,19.02
2032,2024-09-23,16,September,Monday,25.84
2033,2024-09-23,17,September,Monday,42.93
2034,2024-09-23,18,September,Monday,73.79
2035,2024-09-23,19,September,Monday,116.05
2036,2024-09-23,20,September,Monday,99.05
2037,2024-09-23,21,September,Monday,45.74
2038,2024-09-23,22,September,Monday,41.93
2039,2024-09-23,23,September,Monday,46.59
2040,2024-09-24,0,September,Tuesday,59.96
2041,2024-09-24,1,September,Tuesday,48.65
2042,2024-09-24,2,September,Tuesday,36.66
2043,2024-09-24,3,September,Tuesday,26.25
2044,2024-09-24,4,September,Tuesday,17.43
2045,2024-09-24,5,September,Tuesday,36.58
2046,2024-09-24,6,September,Tuesday,53.28
2047,2024-09-24,7,September,Tuesday,91.0
2048,2024-09-24,8,September,Tuesday,97.01
2049,2024-09-24,9,September,Tuesday,60.29
2050,2024-09-24,10,September,Tuesday,42.06
2051,2024-09-24,11,September,Tuesday,44.18
2052,2024-09-24,12,September,Tuesday,37.43
2053,2024-09-24,13,September,Tuesday,22.35
2054,2024-09-24,14,September,Tuesday,23.6
2055,2024-09-24,15,September,Tuesday,26.18
2056,2024-09-24,16,September,Tuesday,31.0
2057,2024-09-24,17,September,Tuesday,15.48
2058,2024-09-24,18,September,Tuesday,83.65
2059,2024-09-24,19,September,Tuesday,124.76
2060,2024-09-24,20,September,Tuesday,103.27
2061,2024-09-24,21,September,Tuesday,80.64
2062,2024-09-24,22,September,Tuesday,75.87
2063,2024-09-24,23,September,Tuesday,61.71
2064,2024-09-25,0,September,Wednesday,51.48
2065,2024-09-25,1,September,Wednesday,45.06
2066,2024-09-25,2,September,Wednesday,23.05
2067,2024-09-25,3,September,Wednesday,9.1
2068,2024-09-25,4,September,Wednesday,0.0
2069,2024-09-25,5,September,Wednesday,15.49
2070,2024-09-25,6,September,Wednesday,56.48
2071,2024-09-25,7,September,Wednesday,84.24
2072,2024-09-25,8,September,Wednesday,88.09
2073,2024-09-25,9,September,Wednesday,70.76
2074,2024-09-25,10,September,Wednesday,53.43
2075,2024-09-25,11,September,Wednesday,44.08
2076,2024-09-25,12,September,Wednesday,40.0
2077,2024-09-25,13,September,Wednesday,34.27
2078,2024-09-25,14,September,Wednesday,36.23
2079,2024-09-25,15,September,Wednesday,28.55
2080,2024-09-25,16,September,Wednesday,31.83
2081,2024-09-25,17,September,Wednesday,34.23
2082,2024-09-25,18,September,Wednesday,41.91
2083,2024-09-25,19,September,Wednesday,60.8
2084,2024-09-25,20,September,Wednesday,45.9
2085,2024-09-25,21,September,Wednesday,38.2
2086,2024-09-25,22,September,Wednesday,42.48
2087,2024-09-25,23,September,Wednesday,40.0
2088,2024-09-26,0,September,Thursday,20.3
2089,2024-09-26,1,September,Thursday,6.99
2090,2024-09-26,2,September,Thursday,10.29
2091,2024-09-26,3,September,Thursday,4.92
2092,2024-09-26,4,September,Thursday,3.32
2093,2024-09-26,5,September,Thursday,7.33
2094,2024-09-26,6,September,Thursday,33.83
2095,2024-09-26,7,September,Thursday,58.27
2096,2024-09-26,8,September,Thursday,65.0
2097,2024-09-26,9,September,Thursday,53.52
2098,2024-09-26,10,September,Thursday,29.21
2099,2024-09-26,11,September,Thursday,31.62
2100,2024-09-26,12,September,Thursday,17.0
2101,2024-09-26,13,September,Thursday,11.13
2102,2024-09-26,14,September,Thursday,7.55
2103,2024-09-26,15,September,Thursday,0.08
2104,2024-09-26,16,September,Thursday,9.1
2105,2024-09-26,17,September,Thursday,13.82
2106,2024-09-26,18,September,Thursday,48.13
2107,2024-09-26,19,September,Thursday,55.23
2108,2024-09-26,20,September,Thursday,59.69
2109,2024-09-26,21,September,Thursday,45.02
2110,2024-09-26,22,September,Thursday,45.2
2111,2024-09-26,23,September,Thursday,36.3
2112,2024-09-27,0,September,Friday,0.37
2113,2024-09-27,1,September,Friday,-0.06
2114,2024-09-27,2,September,Friday,-1.23
2115,2024-09-27,3,September,Friday,-0.01
2116,2024-09-27,4,September,Friday,-6.18
2117,2024-09-27,5,September,Friday,0.0
2118,2024-09-27,6,September,Friday,5.14
2119,2024-09-27,7,September,Friday,32.0
2120,2024-09-27,8,September,Friday,41.34
2121,2024-09-27,9,September,Friday,10.08
2122,2024-09-27,10,September,Friday,0.07
2123,2024-09-27,11,September,Friday,0.0
2124,2024-09-27,12,September,Friday,-0.01
2125,2024-09-27,13,September,Friday,-0.15
2126,2024-09-27,14,September,Friday,-0.04
2127,2024-09-27,15,September,Friday,-0.01
2128,2024-09-27,16,September,Friday,0.0
2129,2024-09-27,17,September,Friday,14.13
2130,2024-09-27,18,September,Friday,34.21
2131,2024-09-27,19,September,Friday,69.85
2132,2024-09-27,20,September,Friday,65.31
2133,2024-09-27,21,September,Friday,38.43
2134,2024-09-27,22,September,Friday,31.56
2135,2024-09-27,23,September,Friday,26.46
2136,2024-09-28,0,September,Saturday,1.77
2137,2024-09-28,1,September,Saturday,3.03
2138,2024-09-28,2,September,Saturday,3.29
2139,2024-09-28,3,September,Saturday,3.16
2140,2024-09-28,4,September,Saturday,3.27
2141,2024-09-28,5,September,Saturday,4.15
2142,2024-09-28,6,September,Saturday,11.96
2143,2024-09-28,7,September,Saturday,23.79
2144,2024-09-28,8,September,Saturday,27.08
2145,2024-09-28,9,September,Saturday,24.17
2146,2024-09-28,10,September,Saturday,10.2
2147,2024-09-28,11,September,Saturday,4.04
2148,2024-09-28,12,September,Saturday,0.68
2149,2024-09-28,13,September,Saturday,0.0
2150,2024-09-28,14,September,Saturday,0.0
2151,2024-09-28,15,September,Saturday,0.06
2152,2024-09-28,16,September,Saturday,9.86
2153,2024-09-28,17,September,Saturday,6.26
2154,2024-09-28,18,September,Saturday,50.24
2155,2024-09-28,19,September,Saturday,111.23
2156,2024-09-28,20,September,Saturday,105.73
2157,2024-09-28,21,September,Saturday,86.09
2158,2024-09-28,22,September,Saturday,83.22
2159,2024-09-28,23,September,Saturday,78.18
2160,2024-09-29,0,September,Sunday,70.15
2161,2024-09-29,1,September,Sunday,58.56
2162,2024-09-29,2,September,Sunday,45.72
2163,2024-09-29,3,September,Sunday,41.04
2164,2024-09-29,4,September,Sunday,21.15
2165,2024-09-29,5,September,Sunday,8.6
2166,2024-09-29,6,September,Sunday,22.76
2167,2024-09-29,7,September,Sunday,28.43
2168,2024-09-29,8,September,Sunday,30.5
2169,2024-09-29,9,September,Sunday,19.9
2170,2024-09-29,10,September,Sunday,1.33
2171,2024-09-29,11,September,Sunday,0.0
2172,2024-09-29,12,September,Sunday,-0.01
2173,2024-09-29,13,September,Sunday,-0.5
2174,2024-09-29,14,September,Sunday,-0.45
2175,2024-09-29,15,September,Sunday,0.0
2176,2024-09-29,16,September,Sunday,0.15
2177,2024-09-29,17,September,Sunday,0.08
2178,2024-09-29,18,September,Sunday,8.6
2179,2024-09-29,19,September,Sunday,47.15
2180,2024-09-29,20,September,Sunday,35.17
2181,2024-09-29,21,September,Sunday,52.2
2182,2024-09-29,22,September,Sunday,61.43
2183,2024-09-29,23,September,Sunday,37.26
2184,2024-09-30,0,September,Monday,7.5
2185,2024-09-30,1,September,Monday,0.04
2186,2024-09-30,2,September,Monday,0.08
2187,2024-09-30,3,September,Monday,0.0
2188,2024-09-30,4,September,Monday,0.0
2189,2024-09-30,5,September,Monday,0.0
2190,2024-09-30,6,September,Monday,23.75
2191,2024-09-30,7,September,Monday,21.8
2192,2024-09-30,8,September,Monday,52.73
2193,2024-09-30,9,September,Monday,25.36
2194,2024-09-30,10,September,Monday,0.09
2195,2024-09-30,11,September,Monday,0.06
2196,2024-09-30,12,September,Monday,0.0
2197,2024-09-30,13,September,Monday,0.0
2198,2024-09-30,14,September,Monday,0.0
2199,2024-09-30,15,September,Monday,-0.01
2200,2024-09-30,16,September,Monday,-0.01
2201,2024-09-30,17,September,Monday,0.0
2202,2024-09-30,18,September,Monday,2.32
2203,2024-09-30,19,September,Monday,61.53
2204,2024-09-30,20,September,Monday,42.35
2205,2024-09-30,21,September,Monday,23.9
2206,2024-09-30,22,September,Monday,20.28
2207,2024-09-30,23,September,Monday,9.84
2208,2024-10-01,0,October,Tuesday,3.21
2209,2024-10-01,1,October,Tuesday,0.07
2210,2024-10-01,2,October,Tuesday,0.05
2211,2024-10-01,3,October,Tuesday,0.02
2212,2024-10-01,4,October,Tuesday,0.09
2213,2024-10-01,5,October,Tuesday,0.08
2214,2024-10-01,6,October,Tuesday,48.48
2215,2024-10-01,7,October,Tuesday,102.3
2216,2024-10-01,8,October,Tuesday,114.72
2217,2024-10-01,9,October,Tuesday,100.0
2218,2024-10-01,10,October,Tuesday,76.18
2219,2024-10-01,11,October,Tuesday,68.24
2220,2024-10-01,12,October,Tuesday,58.48
2221,2024-10-01,13,October,Tuesday,55.41
2222,2024-10-01,14,October,Tuesday,56.28
2223,2024-10-01,15,October,Tuesday,57.98
2224,2024-10-01,16,October,Tuesday,55.9
2225,2024-10-01,17,October,Tuesday,76.14
2226,2024-10-01,18,October,Tuesday,103.57
2227,2024-10-01,19,October,Tuesday,143.44
2228,2024-10-01,20,October,Tuesday,120.64
2229,2024-10-01,21,October,Tuesday,92.97
2230,2024-10-01,22,October,Tuesday,91.37
2231,2024-10-01,23,October,Tuesday,76.15
2232,2024-10-02,0,October,Wednesday,85.19
2233,2024-10-02,1,October,Wednesday,70.39
2234,2024-10-02,2,October,Wednesday,71.74
2235,2024-10-02,3,October,Wednesday,63.18
2236,2024-10-02,4,October,Wednesday,61.19
2237,2024-10-02,5,October,Wednesday,79.43
2238,2024-10-02,6,October,Wednesday,98.66
2239,2024-10-02,7,October,Wednesday,119.48
2240,2024-10-02,8,October,Wednesday,124.24
2241,2024-10-02,9,October,Wednesday,109.25
2242,2024-10-02,10,October,Wednesday,90.22
2243,2024-10-02,11,October,Wednesday,88.66
2244,2024-10-02,12,October,Wednesday,87.26
2245,2024-10-02,13,October,Wednesday,78.38
2246,2024-10-02,14,October,Wednesday,76.43
2247,2024-10-02,15,October,Wednesday,74.36
2248,2024-10-02,16,October,Wednesday,72.33
2249,2024-10-02,17,October,Wednesday,79.44
2250,2024-10-02,18,October,Wednesday,110.75
2251,2024-10-02,19,October,Wednesday,136.26
2252,2024-10-02,20,October,Wednesday,117.25
2253,2024-10-02,21,October,Wednesday,97.79
2254,2024-10-02,22,October,Wednesday,93.55
2255,2024-10-02,23,October,Wednesday,85.0
2256,2024-10-03,0,October,Thursday,59.36
2257,2024-10-03,1,October,Thursday,40.0
2258,2024-10-03,2,October,Thursday,40.0
2259,2024-10-03,3,October,Thursday,17.8
2260,2024-10-03,4,October,Thursday,8.0
2261,2024-10-03,5,October,Thursday,32.57
2262,2024-10-03,6,October,Thursday,57.17
2263,2024-10-03,7,October,Thursday,77.63
2264,2024-10-03,8,October,Thursday,86.74
2265,2024-10-03,9,October,Thursday,74.61
2266,2024-10-03,10,October,Thursday,63.96
2267,2024-10-03,11,October,Thursday,52.65
2268,2024-10-03,12,October,Thursday,40.0
2269,2024-10-03,13,October,Thursday,31.67
2270,2024-10-03,14,October,Thursday,24.47
2271,2024-10-03,15,October,Thursday,15.1
2272,2024-10-03,16,October,Thursday,14.0
2273,2024-10-03,17,October,Thursday,47.88
2274,2024-10-03,18,October,Thursday,74.61
2275,2024-10-03,19,October,Thursday,125.98
2276,2024-10-03,20,October,Thursday,122.31
2277,2024-10-03,21,October,Thursday,101.33
2278,2024-10-03,22,October,Thursday,91.48
2279,2024-10-03,23,October,Thursday,84.02
2280,2024-10-04,0,October,Friday,74.18
2281,2024-10-04,1,October,Friday,72.52
2282,2024-10-04,2,October,Friday,73.36
2283,2024-10-04,3,October,Friday,74.2
2284,2024-10-04,4,October,Friday,72.33
2285,2024-10-04,5,October,Friday,77.1
2286,2024-10-04,6,October,Friday,103.0
2287,2024-10-04,7,October,Friday,127.79
2288,2024-10-04,8,October,Friday,141.37
2289,2024-10-04,9,October,Friday,116.57
2290,2024-10-04,10,October,Friday,100.11
2291,2024-10-04,11,October,Friday,76.39
2292,2024-10-04,12,October,Friday,68.61
2293,2024-10-04,13,October,Friday,59.3
2294,2024-10-04,14,October,Friday,50.0
2295,2024-10-04,15,October,Friday,49.1
2296,2024-10-04,16,October,Friday,57.88
2297,2024-10-04,17,October,Friday,77.42
2298,2024-10-04,18,October,Friday,100.2
2299,2024-10-04,19,October,Friday,137.24
2300,2024-10-04,20,October,Friday,123.7
2301,2024-10-04,21,October,Friday,99.9
2302,2024-10-04,22,October,Friday,99.9
2303,2024-10-04,23,October,Friday,90.0
2304,2024-10-05,0,October,Saturday,93.1
2305,2024-10-05,1,October,Saturday,84.64
2306,2024-10-05,2,October,Saturday,81.4
2307,2024-10-05,3,October,Saturday,75.54
2308,2024-10-05,4,October,Saturday,75.72
2309,2024-10-05,5,October,Saturday,79.82
2310,2024-10-05,6,October,Saturday,86.2
2311,2024-10-05,7,October,Saturday,100.4
2312,2024-10-05,8,October,Saturday,109.38
2313,2024-10-05,9,October,Saturday,89.02
2314,2024-10-05,10,October,Saturday,57.0
2315,2024-10-05,11,October,Saturday,40.44
2316,2024-10-05,12,October,Saturday,29.37
2317,2024-10-05,13,October,Saturday,18.67
2318,2024-10-05,14,October,Saturday,0.07
2319,2024-10-05,15,October,Saturday,2.46
2320,2024-10-05,16,October,Saturday,20.64
2321,2024-10-05,17,October,Saturday,47.75
2322,2024-10-05,18,October,Saturday,54.04
2323,2024-10-05,19,October,Saturday,85.23
2324,2024-10-05,20,October,Saturday,95.18
2325,2024-10-05,21,October,Saturday,74.03
2326,2024-10-05,22,October,Saturday,73.71
2327,2024-10-05,23,October,Saturday,67.0
2328,2024-10-06,0,October,Sunday,47.4
2329,2024-10-06,1,October,Sunday,30.83
2330,2024-10-06,2,October,Sunday,25.0
2331,2024-10-06,3,October,Sunday,10.39
2332,2024-10-06,4,October,Sunday,5.0
2333,2024-10-06,5,October,Sunday,4.69
2334,2024-10-06,6,October,Sunday,10.39
2335,2024-10-06,7,October,Sunday,10.39
2336,2024-10-06,8,October,Sunday,10.39
2337,2024-10-06,9,October,Sunday,10.39
2338,2024-10-06,10,October,Sunday,32.74
2339,2024-10-06,11,October,Sunday,16.68
2340,2024-10-06,12,October,Sunday,5.25
2341,2024-10-06,13,October,Sunday,-0.01
2342,2024-10-06,14,October,Sunday,-0.01
2343,2024-10-06,15,October,Sunday,0.2
2344,2024-10-06,16,October,Sunday,15.59
2345,2024-10-06,17,October,Sunday,18.61
2346,2024-10-06,18,October,Sunday,34.31
2347,2024-10-06,19,October,Sunday,59.03
2348,2024-10-06,20,October,Sunday,78.05
2349,2024-10-06,21,October,Sunday,54.12
2350,2024-10-06,22,October,Sunday,59.11
2351,2024-10-06,23,October,Sunday,53.22
2352,2024-10-07,0,October,Monday,34.58
2353,2024-10-07,1,October,Monday,35.34
2354,2024-10-07,2,October,Monday,33.25
2355,2024-10-07,3,October,Monday,29.03
2356,2024-10-07,4,October,Monday,18.67
2357,2024-10-07,5,October,Monday,23.33
2358,2024-10-07,6,October,Monday,52.02
2359,2024-10-07,7,October,Monday,84.5
